,reviews,sentiment
2535,"Some movies seem to be made before we are ready for them. As I watched this film, made in 1988, in 1999, I thought I was watching the O.J. Simpson debacle (although I have very different opinions about the innocence of the individuals in each situation).<br /><br />The Australian news media, if this movie is to be believed, devoured the case of a possible infanticide and truth was left as an afterthought. It was scary to see the scenes of invasive, swarming media hordes, ridiculous accounts of half-truths and lies and debates over the supposed merits of the case by persons at all levels of society.<br /><br />Equally appalling is the media's depiction as indifferent and uncomprehending of the technical information in the case. I do wish more was made of the issue of religious prejudice in the case (the accused are Seven-Day Adventists).<br /><br />Today these circuses have become common but that makes the lesson only more important.<br /><br />Streep is excellent as usual, and this is the best I've ever seen Sam Neill. The Aussie accents get a bit thick at times but not incomprehensible.",1
2536,"Probably the worst film I've ever seen, the acting and story were terrible and I almost fell asleep. The only good actor was Colm Meaney. I had the impression to see the same scenes again and again until the end, no emotion, no charisma...nothing !",0
2537,"""Hey Babu Riba"" is a film about a young woman, Mariana (nicknamed ""Esther"" after a famous American movie star), and four young men, Glenn, Sacha, Kicha, and Pop, all perhaps 15-17 years old in 1953 Belgrade, Yugoslavia. The five are committed friends and crazy about jazz, blue jeans, or anything American it seems.<br /><br />The very close relationship of the teenagers is poignant, and ultimately a sacrifice is willingly made to try to help one of the group who has fallen on unexpected difficulties. In the wake of changing communist politics, they go their separate ways and reunite in 1985 (the year before the film was made).<br /><br />I enjoyed the film with some reservations. The subtitles for one thing were difficult. Especially in the beginning, there were a number of dialogues which had no subtitles at all. Perhaps the conversational pace required it, but I couldn't always both read the text and absorb the scene, which caused me to not always understand which character was involved. I watched the movie (a video from our public library) with a friend, and neither of us really understood part of the story about acquiring streptomycin for a sick relative.<br /><br />This Yugoslavian coming of age film effectively conveyed the teenagers' sense of invulnerability, idealism, and strong and loyal bonds to each other. There is a main flashforward, and it was intriguing, keeping me guessing until the end as to who these characters were vis-a-vis the 1953 cast, and what had actually happened.<br /><br />I would rate it 7 out of 10, and would like to see other films by the director, Jovan Acin (1941-1991).",1
2538,"For years Madonna has tried to prove not only herself, but the public eye, that she can act. Unfortunately, trying too hard while failing to shed her own persona doesn't mix well.<br /><br />She seems to fare better when she's NOT the star of any movie: if you watch her in supporting performances in DESPERATELY SEEKING SUSAN (1985) or A LEAGUE OF THEIR OWN (1992), she actually comes off looking good. Since the story revolves on other actors, the weight of the expectation is taken off her shoulders by default.<br /><br />The trouble starts when she is asked to be the star of a movie, regardless the genre. Being the focus of a plot that needs to be told in a visual way, whether it be good, mediocre or plain awful, she has to emote in ways that are akin to an actual movie performance as opposed to a video performance. This is the crucial difference between Madonna and, let's say, Bette Davis, or Meryl Streep. The latter two, even if the movie were to fail (because the visual storytelling lacked some effectiveness in having us relate to it, or because the script fell short, or because the actress per se was just not at her moment), there would be an extra something in their performances that would elevate the movie from being a complete bomb. Both Davis and Streep have had their share: Bette, having a longer career than Streep, in such fare as BUNNY O'HARE (1971) and WICKED STEPMOTHER (1989); Streep in SHE-DEVIL (1989). But at least there's been that naturalism in the way both attacked their roles that made us forget the banality of the movie and watch the performance.<br /><br />Madonna, on the other hand, not being an especially gifted actress capable of really letting us in on her ability to convey a persona other than herself, fares much worse, and even in the hands of someone as Woody Allen in SHADOWS AND FOG (1992), an inferior classic, she in her pat screen time seems stilted and a little stiff, maybe even nervous, as if she were aware of the cameras and crew and just couldn't let go.<br /><br />So here she tries yet once again to prove she can act in what is essentially a two-character movie. Guy Ritchie, more known for action movies filled in masculine energy, seems as adrift telling a story closer to someone of the likes of Michaelangelo Antonioni or Ingmar Bergman, who could tell a tale of two people with incredible ease. And at 89 minutes, the events which take place happen in such an unconvincing way that when the final half hour comes along and the story takes a dramatic turn, it doesn't feel sincere. From being an absolute witch with no redeeming values to suddenly being in love, this has to be the most unconvincing 180 degree turn since Fay Dunaway's Laura suddenly discovered her passion for Tommy Lee Jones in THE EYES OF LAURA MARS (1978). Equally unconvincing is Adriano Giannini's nasty turn around the middle of the movie -- it lacks any humor and feels genuinely psychopathic -- and when he gives in to Madonna's love, it's too quick to be believed. Filming this in slow music and a visual montage of lovemaking and beautiful scenery doesn't enhance or add upon this ""transformation"" from what would have been a story of survival between to unlikeable characters to a love story where both discover each other.<br /><br />Trying to have an unsatisfying ending works against the movie as well -- it only makes it drag, bog it down, and when Madonna has to be filmed going from hope to devastation in a tight close-up, it feels she's trying too hard. Many an actress have done better in conveying so much doing so little. Hers is a performance more suited to acting styles of the late 20s, early 30s where posturing compensated as acting a part or an emotion.<br /><br />Could the movie have been better? Of course. There are a myriad of ways to have filmed it in a way that would leave the viewer feeling that these people could at least hope to see each other again -- it's been done before, in OVERBOARD (1987), for example. It could have had an existential undertone in which two very different people have to rely on each other but not necessarily change (to ensure a moral tone). Much dialog and unnecessary erotic scenes could have been spared for a more ""silent"" film look -- as in PERSONA (1966). It could have even been something of a thriller, providing that the Giannini character have a mean streak as Billy Zane had in DEAD CALM (1989). Even if it would have been done as a sex farce it would have worked better for Madonna as the over the top, uber-control freak getting her comeuppance. But with its mean streaked humor, without at least a glimpse of her character having a softer side that hides behind a mask of bitchdom, and without really defining Giannini's own character, this becomes another misfire trying to look like a battle of the sexes.",0
2539,"I saw this movie a few days ago and gamely jumped during the scary parts. I must admit, I found it pretty decent...until I started to THINK about what the characters were saying. Logical problems:<br /><br />1. Her boyfriend, who seems to be a pretty fit dude, makes no sound while being killed. Don't you think that he might have at least tried to take the killer? <br /><br />2. When the remark is made that the gym teacher is ""SOOOO in love with Lisa,"" I almost screamed at the screen. When your best friend's family HAS BEEN KILLED BY A TEACHER WHO WAS IN LOVE WITH HER, you don't make comments like that if you have half of a heart.<br /><br />3. As soon as Nash asks the uncle how many exits they have in the house and the uncle catches on that there may be danger ahead, wouldn't the smart thing to do be to get Donna, boyfriend, aunt, and uncle into a car and drive far, far away, then bait the house with the HRT and police force so that the killer has no way to get out?<br /><br />I could go on. And on. And on. Basically, the plot was decent, the characters weren't profiled enough for you to actually feel any empathy when they were slaughtered and there were way too many errors.<br /><br />HOWEVER.<br /><br />This movie might be good for teenagers, or young couples just looking for a fun night out. If you don't consider all the goofs, it's a mediocre film.",0
2540,"I spotted this movie in the video store a few years ago and rented it. My husband and I enjoyed it so much we bought the VHS and have enjoyed it ever since.<br /><br />The plot has been well-discussed, so no need in going over it again. The point is this movie deserves repeated viewings. Americans, especially, aren't going to get all the jokes the first time around. I know I didn't.<br /><br />This movie is funny, touching, sad-- all at the same time. When Ray proposes the toast at his daughter's wedding, it's cringe-inducing. When Karen calls Tony ""Brian"" as he attempts to kiss her, it's heartbreaking. When Beano is finally cornered by the woman in black, it's too funny for words.<br /><br />And the music: it's as good as any movie soundtrack I've heard in years. I was dancing in the living room to ""All Over the World."" <br /><br />Every performance is absolutely perfect. Bill Nighy has been justly complimented for his portrayal of Ray, a man who has had one too many bad trips. Stephen Rea is perfect as Tony, the lovable keyboard player who has carried a torch for Karen all these years. He has an appealing hangdog look that makes women want to hug him. But all the actors are equally brilliant.<br /><br />Ignore any pans you read about this movie and see it. It's a gem.",1
2541,"This is the kind of picture John Lassiter would be making today, if it weren't for advances in CGI. And that's just to say that he'd be forgotten, too, if technology hadn't made things sexy and kewl since 1983. _Twice..._ has got the same wit, imagination, and sense of real excitement that you'd find in a Pixar flick, only executed under the restrictions of the medium c. 1983. Innovative animation techniques combine with a great script and excellent voicing to produce a movie that appeals on lots of levels. It should be spoken of in the same breath with _Spiritited Away_ and _Toy Story_.",1
2542,Peter Falk is a diverse and accomplished actor. The movie is well written and the acting seems like real life. For all lovers of Columbo this is a superior piece of work. Because it shows what a talent Peter Falk is. He doesn't play a detective he plays a retired carpet salesman. By the time the credits begin to role you already want to watch it again. The interesting part of the movie is that the message will apply to every person that watches it; the depth of its' pertinence will be the only thing that varies. It is a shame that the liberals in Hollywood only promote smut and skin because this is the type of movie that the people in the business should be proud of. This would be a great movie to turn into a live stage play.,1
2543,"Another Aussie masterpiece, this delves into the world of the unknown and the supernatural, and it does very well. It doesn't resort to the big special effects overkill like American flicks, it focuses more on emotional impact. A relatively simple plot that Rebecca Gibney & Co. bring to life. It follows the story of a couple who buy an old house that was supposedly home to a very old woman who never went outside, and whose husband disappeared in mysterious circumstances a century ago. Strange things begin to happen in the house, and John Adam begins to turn into the man who disappeared, who was actually a mass murderer. Highly recommended. 8/10",1
2544,"let me first say, i watched this movie around midnight, and usually there only is trash around this hour, but this movie broke the record<br /><br />first of all the main character is an old non attractive creepy guy, yet he gets to f*ck all girls that come on his path for example he goes to a shop, talks to a girl and then you see them f*ck<br /><br />secondly there are loads of sex scenes, and in many of them there is no nudity at all, i would not have been surprised if one of the characters in the movie would say: fast put your clothes on so we can f*ck!<br /><br />thirdly this movie should show what a sexual addiction can do to a man or a family, this movie only shows soft bad acted erotica it makes me wonder why those actors agreed to play in such trash",0
2545,"We have a lake. We have an animated meteor crashing. We have a killer stop-motion dinosaur with flippers. Okay, so let's call this movie THE CRATER LAKE MONSTER. What else can we add? Hmm, two idiots called Arnie & Mitch to define the ultimate definition of ""comic relief"". We also got to have a sheriff who doesn't really do a damn thing in this film and whom nobody listens to. Aw crap, we're over halfway through the movie and we forgot to insert a bad guy! No worries, let's introduce some guy with a moustache, have him rob a store to indicate he's a bad guy, then have him pop up somewhere near the lake, have him chased through the woods and all this for the sole purpose of him ending up as dinosaur snack food. That should work.<br /><br />A complete, clumsy mess, this film. Its logic will twist your mind to force laughter out of you. The first film to feature Dave Allen as a ""stop motion supervisor"". After this one, he joined forces with Charles Band for several years until the the mid-nineties, when Band ran out of money to pay him, I guess. The dinosaur effects are charming and the whole film is pretty damn unintentionally funny. Unfortunately, that's about the only good thing that can be said for it.<br /><br />Good Badness? Yes. The mind-bending logic in the narrative should be enough reason to put it on the list. If not, Arnie & Mitch will do the trick. 3/10 and 8/10",0
2546,"I saw that movie, and i was shocked! Robert Carlyle isn't Hitler he is a man who sadly tries to be Hitler. The Movie lies, it doesn't reflect the truth. In the scene were Hitler hit the guy with his gun. Hitler never had hit anybody, he wouldn't hit people with his fist, but with the fists of soldiers. Understand?? Another thing is: It is too obvious, that Hitler is that evil, he was more clever, than shown in this movie. No German would have accepted him as the leader, because the can see that he is evil. So the real Hitler haven't shown his evil side to the people.<br /><br />Have any of you Yankees watched the movie ""Der Untergang"" or ""The Dawnfall""? this is a great movie, with amazing actors. And its a German movie. I think, this Theme of Nazi-Germany, should not be realized as a movie by people who don't know anything of Germany. People! Watch ""Der Untergang"": <br /><br />http://www.imdb.com/title/tt0363163/<br /><br />Its a great movie about a very sad period of time for human beings around the world.",0
2547,"James Bond in the wilderness? Well, that's the way it looks: Pierce Brosnan is after all best known as Bond in ""Tommorrow Never Dies"" (1997) and ""Golden Eye"" (1995) - both shot prior to this release. Frankly, the film's two leads are both badly miscast, with Brosnan turning in the marginally more convincing performance, and with Annie Galipeau (as Pony, Grey Owl's love interest) having to battle with carelessly-written dialogue.<br /><br />The two aunts, on the other hand are perfect. But the film is not about aunts. It is about the wilds of the Canadian wilderness. And while the photography may be pretty, there is no grit to the harsh reality of living in the wilds. Annie Galipeau, as Pony, just fails to be convincing, unfortunately, because I really wanted to believe in her. She was a relatively inexperienced twenty-year-old on this film, and it could have worked, but Richard Attenborough was maybe just not tough enough on her. He makes her look vulnerable, which of course she is.. but in the wrong sort of way.<br /><br />But one thing for sure, she appears picture-perfect throughout. But mascara and eyebrow thickener in the wilderness? It just doesn't fit, especially as she only ever seems to walk forest trials with Bond (sorry, Grey Owl), and use photo-ops for kissing close-ups.<br /><br />I've lived with forest people in the Pacific North West, and they simply don't look this pretty and stay so sweet while fighting for survival. Which brings me to another point: the film fails to evoke the period in which it is set: the 1930s. I put the blame here largely on a lack-lustre script that is keen on preaching at the expense of dramatic arc, plot points and those small details that can evoke period through action.<br /><br />William Nicholson wrote the screenplay, and his latest offering, ""Elizabeth, the Golden Age"" opened three days ago, so I do hope there is an improvement.<br /><br />Yes, I've read the comments others have posted, but I'm not convinced. A lot of potential, but mishandled and even maybe ill-conceived. If it had had a religious film, it would have been panned, but because it preaches environmentalism, the film remains somewhat above criticism, since it is ""politically correct."" Sorry, for all that, I don't buy it. Amen.",0
2548,"Blood Legacy starts with the arrival of lawyer Tom Drake (Norman Bartold) to the Dean estate formerly owned by the now deceased Christopher Dean (John Carradine), upon his arrival he is greeted by Mr. Dean's four children, Gregory (Jeff Morrow) & his wife Laura (Merry Anders), Victoria (Faith Domergue), Johnny (Richard Davalos) plus Leslie (Brooke Mills) & her fella Carl Isenberg (John Smith). Drake plays a tape recording of they're late Father's wishes after his death, the estate worth 136 million dollars is to be split equally between his four children, if any should die then the money would be split equally between the rest & if all were to die the freaky servants Elga (Ivy Bethune), Igor (Buck Kartalian) & the more mundanely named Frank (John Russell) would pocket the lot. Well, not satisfied with a quarter share of $136 million (which is still almost $35 million back in 1971 which doesn't sound too bad to me) someone decides they want it all for themselves & it's not long before decapitated heads are turning up in the fridge...<br /><br />Co-written, produced & directed by Roy Monson Blood Legacy disappointed me on two accounts. For starters this film's alternate & much more common title is Legacy of Blood which is also the title of an obscure horror film directed by Andy Milliagn back in '78 which I've always wanted to see, both films are regularly mixed up as both have similar stories & when I checked my on screen cable TV guide for Legacy of Blood I was excited because it said it was the Milligan film & even listed him as director so when I actually sat down to watch it & I heard John Carradine's voice & I then knew it wasn't the Milligan film that I had wanted to see, my heart sank. Then, of course, there's the simple yet undeniably straight forward fact that Blood Legacy is a total utter piece of crap that is literally painful to watch at times. The script by Monson & Eric Norden is slow, boring & extremely predictable. The character's are absolutely bizarre in an annoying way, the freak of a servant who ask's his sister (?) to cane him, the strange set of Brother's & Sisters who are just downright unlikeable & so far removed from reality that any tension or mystery that the simplistic whodunit story could have achieved is sorely missing & then there's the awful twist ending that you can guess within the first 10 minutes. It's boring to watch, it's poorly paced & it's just a chore to even think about it. Please, someone save me as this is really bad stuff. I could go on all day about how bad Blood Legacy is, I really could.<br /><br />Director Monson was either working with a none existent budget or judging by this he shouldn't have even been directing traffic. The entire film looks ugly, it's poorly photographed & there is no atmosphere or scares. The blood & gore is tame, there's an axe in a head, a decapitated head, a scene when someone is stung to death by wasp's & the best murder when someone's face is eaten by piranha. However there are question marks over this scene, so there's the victim, right. There's the tank of piranha, right. Victims head is placed in piranha tank, right. Pirahna eat victims face, right. Water remains crystal clear despite said victim having his face eaten, erm where's the blood?<br /><br />Technically Blood Legacy is terrible, it looks awful, the sound was obviously shot live & it's muffled & hard to hear which considering the terrible dialogue is maybe a blessing in disguise. The acting was not going to win anyone any awards that's for sure, the least said about it the better.<br /><br />Blood Legacy is an awful film, there really isn't a single positive aspect to it or if there is I can't think of it. Do yourself a favour & don't bother with this one, there are much better films out there.",0
2549,"This is an entertaining look at the Gospel as presented by Johnny Cash (adorned in black, of course) who sings a lot and narrates a bit also. If you like Johnny Cash, this film is quite enjoyable. Also note the blonde depiction of Jesus in this work...just for fun, try to think of five Jewish men who have blonde hair...? Anyway, its a fun presentation of the greatest and most important story of all.",1
2550,"Perhaps the funniest 'backstage at Hollywood' movie ever, especially for a look at comedy short factories like Keystone.<br /><br />Marion Davies should get a medal for bravery for taking a part where acting poorly in front of a camera is part of the role. Plenty of cameos for film buffs.",1
2551,"Okay, so, someone, somewhere, a few years ago, thought it would be a good idea to make a 3D IMAX movie about some flies stowing away aboard the Apollo 11 and going to the moon. So they did. Someone, somewhere, was an idiot.<br /><br />I want to give the artists props for doing their homework on the hardware. As far as I can tell, the rockets and the launch hardware were bang on. The graphics in general were pretty good - the rocket launch gave me chills, like a good rocket launch always does (my Popular Mechanics flying-car gearhead blood still runs strong) and the 3D was pretty effective. The CG wasn't Pixar-quality, but it was generally good. The flies were kinda mediocre anthropomorphics, with some half-assed late-60s characters thrown in for colour (hippie flies, African-American flies with giant afros and black shades, etc.) and the maggots looked more like grubs with human baby heads (although they made suitably gross squelching noises).<br /><br />The scriptwriters certainly did not do their homework, relying on offensive and outdated clichés (60s gender politics including mostly-useless female characters, racial stereotypes, evil Russians, a fat fly who only wants to eat, grade-two level gross-out humour). In a movie aimed for IMAX, they blew a wonderful opportunity to sneak in some educational content about physics and space travel - they didn't get their physics right (zero-g in the Lunar Module during landing burn? PLEASE.) They couldn't even be bothered to read the original radio transcripts between Houston and the astronauts, all of which is in the public domain; instead they wrote their own dialogue, which sounds like crap.<br /><br />But we liked the maggots.<br /><br />So they get a point and a half for rockets and maggots. Uh, yay. 1.5/5.",0
2552,"Perhaps the most gripping and intelligent of crooked cop movies is Otto Preminger's 'Where the Sidewalks Ends,' from a really excellent script by Ben Hecht based on the novel 'Night Cry' by Frank Rosenberg...<br /><br />Dana Andrews is the honest, tough New York policeman, always in trouble with his superiors because he likes his own strong-arm methods as much as he detests crooks... When he hit someone, his knuckles hurt... And the man he wants to hit is a smooth villain (Gary Merrill) who points up the title. 'Why are you always trying to push me in the gutter?' he asks Andrews. 'I have as much right on the sidewalk as you.'<br /><br />Dana Andrew's obsession and neurosis are implanted in his hidden, painful discovery that he is the son of a thief... His deep hatred of criminals led him to use their own illegal methods to destroy them, and the pursuit of justice became spoiled in private vendetta...<br /><br />By a twist of irony unique to the film itself, Dana Andrews and Gene Tierney of 'Laura' are united once more, and Andrews now seems to be playing the same detective a few years later, but no longer the romantic, beaten down by his job, by the cheap crooks... This time, he goes too far, and accidentally kills a suspect... The killing is accidental, the victim worthless, yet it is a crime that he knows can break him or send him to jail...<br /><br />Using his knowledge of police procedure, he covers up his part in the crime, plants false clues, and tries to implicate a gang leader, but cannot avoid investigating the case himself... The double tension of following the larger case through to its conclusion without implicating himself in the murder, is beautifully maintained and the final solution is both logical, satisfying, and in no way a compromise...<br /><br />The film is one of the best detective films of the 50's, with curious moral values, also one of Preminger's best... <br /><br />Preminger uses a powerful storytelling technique, projecting pretentious camera angles and peculiar touches of the bizarre in order to externalize his suspense in realism...",1
2553,"Please! Do not waste any money on this movie. It really is nothing more than a boring German Blair Witch ripoff made by some high school kids. I couldn't finish watching it, and usually I like watching all kinds of B-movies. How on earth could they find a distributor for it?!!! Funny however: Check out Wikipedia for ""dark area"". The guy who wrote the entry must be completely out of his mind. Maybe he got loads of money from the producers. Money that should have been spend on actors, camera and editing. Even that wouldn't have helped, since there is absolutely no interesting idea behind this film. Unfortunately ""dark area"" has already gotten too much attention. Please, director, producer and author of this movie, STOP making movies like that...you are not doing yourself a favor. The world would be a better place without this film.",0
2554,"I'm a huge fan of the Dukes of Hazzard TV show. And I really enjoyed this flick. I enjoyed myself here a lot more than I did with other summer blockbusters.<br /><br />It's funny hearing people rail against this movie with excuses like ""lame plot"" and ""it's much cruder than the show."" Does ANYONE remember the crudeness of the humor in the pilot episode? Daisy makes incest jokes and Bo says that Luke had probably fathered half the kids in the orphanage. The only reason it was cleaned up is because it changed to and earlier time slot.<br /><br />And as far as the plot goes. It was the perfect Dukes plot. In fact as a remake it probably stays truer to the source material than any TV show that has migrated to the big screen.<br /><br />While Sean William Scott and Johnny Knoxville aren't EXACTLY like their small screen versions, they do a great job and work very well together. I wasn't too keen on Burt's Boss Hogg though. And I would have like a little bit more incompetence from Sheriff Roscoe. In the movie Roscoe is a little... scary.<br /><br />And who didn't have a smile on their face as the General Lee is racing through the streets of Atlanta and the back roads of Hazzard?<br /><br />Folks, allow yourself to enjoy a movie that is just an excuse for nostalgia, bikinis and car chases, you won't be sorry. It's just a great dumb movie!",1
2555,"Here goes the perfect example of what not to do when you have a great idea. That is the problem isn't? The concept is fresh and full of potential, but the script and the execution of it lacks any real substance. It should grab you from the start and then pull a little on your emotions, get you interested and invested in the characters. This movie doesn't have what it takes to take off and sustain flight, and here is why. First you don't really care about the characters because they are not presented in a way that people can relate to, I mean this is not Superman or Mission Impossible here, it's suppose to be about normal people put in a stressful situation. They are not believable in the way they act and interact. Example : Jeffrey Combs as a cop over chewing is gum, frowning and looking intense all the time isn't the way to go here. I mean what is that?, he looks like he's on the toilet or something. I loved him in re-animator and the way he was playing the intense/neurotic, unappreciated medical genius was right on the money. But not for this, he tries too hard to over compensate by looking so intense and on edge but in a still mild neurotic manner, it's not natural, I'm surprised he didn't dislocate his jaw during filming. The movie is basically on life support, it barely has a pulse and it kept me waiting for something that would never come.",0
2556,"Georgia Rule has got to be one of - if not the worst movie I have ever seen in my life. The whole movie has a very surreal feel that made me gasp, ""what?"" out loud at least 7-10 times throughout its grueling two hour course.<br /><br />Advertised in its trailer as a movie about three generations of women - Jane Fonda as the matriarch, Felicity Huffman as her daughter, and Lindsay Lohan as the rebellious, over- sexed, scantily clad grand-daughter, the viewer thinks this will be a cliché, light, chick-flick about growing up and coming together as a family.<br /><br />Talk about false advertisement at it worst.<br /><br />After many shots of animals doing ""funny"" things in the background of ""pivotal"" scenes and not to mention a whole five minutes focusing on an old woman who comes into a doctor's office weekly to have her diaper changed, or the fact that this movie is actually about Lindsay Lohan's character being sexually abused by her step-father, Georgia Rule creates its own genre of cinema : The ungrounded, horribly acted, inappropriate comedy dealing with extremely serious issues in the most awkward, surreal, strange way. If Garry Marshall wanted this movie to be a drama/comedy, then he should have watched The Royal Tenenbaums. Sideways. Junebug. And so on. And so on.<br /><br />The only way I feel I can get a reader to understand the horrific genre that Georgia Rule falls under is to create a hypothetical situation. Say that the movie, The 40 Year Old Virgin, was about the main character being celibate because he was sexually molested as a child. But instead of having the movie take a more dramatic turn, belly laughs and comedy would ensue, with all of the characters' reactions being that of fake, lifeless, human beings pretending to care. <br /><br />Throw in a yellow parakeet, Dermot Mulroney as the flattest, most non-dimensional character that could have been cut completely out of this poorly written script, along with a male character who throws away all of his religious beliefs and morals to be with a trashy, too-tanned girl who shares none of the same interests as he, as well as an an unnecessary car chase scene, unreal moments of characters trying to relate to each other, and you've got Georgia Rule.<br /><br />I found this movie to be an insult to any of those people out there who are struggling filmmakers, screenwriters, actors, editors, etc..who have a lot more talent and aren't getting noticed.<br /><br />Don't see this movie : my rule. <br /><br />And if you must, get sufficiently drunk before hand.",0
2557,"**SPOILERS*** Slow as molasses mummy movie involving this expiation in the Valley of the Kings in Egypt that has to be aborted in order to keep the native population, who are at the time revolting against British rule, from finding out about it.<br /><br />Given the task of getting to this archaeological dig by his superiors British Capt. Storm, Mark Dana, together with a couple of British soldiers and Mrs. Sylvia Quentin, Diane Brewster, the wife of the head man at the dig Robert Quentin, George N. Neise, make their way to the unearthed mummy's tomb. On the way there Capt. Storm Sylvia and his men run into this desert-like princess Simira, Ziva Rodann.<br /><br />Simira seems to be superhuman in her ability to withstand the rigors of desert life, she doesn't drink water or get tired, but also knows just what Capt. Storm & Co. are looking for and warns him and his group to stay as far away from the dig, Pharaoh's Ra Ha Tet tomb, as possible.<br /><br />At Ra Ha Tet's burial chamber Robert Quentin and his crew of archeologist's together with his Egyptin guide Simira's brother Numar, Alvaro Guillot,already opened his tomb before Capt. Storm can get there to stop them. Quentin violated Ra Ha Tet's body by having Dr. Farrady, Guy Prescott, cut his bandages. This action on Robert's and Dr. Farrady's part has Numar faint dead in his tracks. It later turns out that Numar somehow was possessed by Ra Ha Tet's spirit or soul who took over his body and caused him to age, at the rate of 500 years per hour, to become himself a 3,000 year-old mummy.<br /><br />The movie has Numar dressed in what looks like a pair of pajamas slinking around Ra Ha Tet's tomb and it's surroundings attacking and sucking out the blood in order to survive, like a vampire, of anyone man or animal that he comes in contact with. This blood-sucking adventure by Numar, with him later losing his right arm, goes on for some time until the by now crazed Quentin trying to find the entrance, you in fact thought that he already found it, to Ra Ha Tet's tomb get's himself killed is an indoor rock slide.<br /><br />We learn at the end of the movie that Numar, to absolutely no one's surprise, is actually Ra Ha Tet reincarnated into another, some 3,000 years later, person or life. Numar's sister the mysterious and sexy Simira is not only Ra Ha Tet's sister, since him and Numar are really one and the same person, but also the Egyptian Cat Goddess Babesti! Also not that hard to figure out.<br /><br />With Numar/Ra Ha Tet back in his tomb and all the deaths, due the the Pharaoh's Curse, now at an end Capt. Storm Sylvia and whatever is left of his men and the late Robert Quentin's archaeological expedition trek their way back to Cairo and modern, this in 1902, civilization. The survivors of Pharaoh Ra Ha Tet Curse keep what they found, and unearthed, only to themselves since no one would believe them anyway.",0
2558,"Just utter trash. I'm a huge fan of the Cusacks, this being the sole reason I watched this movie, but the only reason I can see for their presence was the reprise, in complete and depth less quality, their exact roles from Grosse Point Blanc. Apart from that, the films' role as a political satire fails miserably as being too obvious for even the most moronic out there to serve any purpose. And to bill it as a satirical satire would be just plain insulting even to chimps. Imitation is, apparently the highest form of flattery, but seeing as though this is nothing near Grosse Point Blanc and in the same league as meet the (watch if your a moron) Spartans in terms of political satire, lets leave well enough alone and let this one fade into the obscurity it absolutely deserves.",0
2559,"This movie has its ups and downs, but to me the good stuff in this movie very much outweighs the bads...<br /><br />What's not so good about the movie are indeed sometimes the dialogue, the sounds, the lighting(am I the only one who noticed the way the sets were lighted was amateur, and the acting....<br /><br />What is very good are the highly original storyline, the very intense atmosphere, the gore factor which is very high, and the effects which are done supremely.<br /><br />So, definitely worth watching, or maybe even a must-see for all you horror and gore fans....",1
